0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,filename,genre
-113.59882354736328,121.57067108154297,-19.162261962890625,42.36394119262695,-6.3622660636901855,18.621931076049805,-13.69973373413086,15.339801788330078,-12.274304389953613,10.970945358276367,-8.326061248779297,8.802087783813477,-3.6699411869049072,0.36224278807640076,0.3678169846534729,0.4398343563079834,0.24469178915023804,0.24786198139190674,0.33561640977859497,0.364618718624115,0.4356837272644043,0.295985609292984,0.31508031487464905,0.4070083498954773,0.38510069251060486,15.986115582904988,15.098203280233077,18.45414937398574,18.36224256380132,18.91743082487246,17.18981618296861,39.655065886134096,1784.1226412753101,123.046875,blues.00000.wav,blues
-207.52383422851562,123.98513793945312,8.94701862335205,35.867149353027344,2.909594774246216,21.519472122192383,-8.556513786315918,23.370676040649414,-10.103608131408691,11.899242401123047,-5.558824062347412,5.377876281738281,-2.234492063522339,0.46004030108451843,0.3501824736595154,0.3208068013191223,0.2114715874195099,0.2007884383201599,0.33079421520233154,0.3973788022994995,0.5603549480438232,0.3841792643070221,0.2553257942199707,0.28477612137794495,0.33409368991851807,15.984938219468534,17.059629950728368,19.133786481283217,19.188013073537594,18.326915370064803,17.505238912530242,37.50887830714264,1530.2617669893777,67.99958881578948,blues.00001.wav,blues
-90.75716400146484,140.4408721923828,-29.08454704284668,31.68669319152832,-13.976547241210938,25.753751754760742,-13.664990425109863,11.634442329406738,-11.778322219848633,9.71475601196289,-13.125313758850098,5.79124641418457,-8.901966094970703,0.272900253534317,0.1959526240825653,0.3151654303073883,0.40798622369766235,0.5468201041221619,0.3216986656188965,0.304656982421875,0.2884034812450409,0.3341522514820099,0.4018186926841736,0.3843894898891449,0.5885082483291626,26.345502763614213,14.1918816655083,17.701924091363754,19.419605086040423,20.342664693920085,18.31105908724081,39.02640651663989,1552.8324814348227,161.4990234375,blues.00002.wav,blues
-199.57513427734375,150.0861053466797,5.6634039878845215,26.85527801513672,1.770071268081665,14.232646942138672,-4.827844619750977,9.286852836608887,-0.7561201453208923,8.134434700012207,-3.200026035308838,6.078081130981445,-2.478445053100586,0.34137162566185,0.4086236357688904,0.524319052696228,0.5470128655433655,0.6570751070976257,0.5115236639976501,0.3555535674095154,0.25161316990852356,0.2462705820798874,0.31511127948760986,0.31657928228378296,0.3831988275051117,29.784038278808787,14.76604254261303,17.23854978173165,18.63406550972676,18.490612995800266,16.787122916734297,34.264915724272285,1070.1534175250665,63.02400914634146,blues.00003.wav,blues
-160.3541717529297,126.20948028564453,-35.58139419555664,22.139257431030273,-32.473548889160156,10.850702285766602,-23.35007095336914,0.49324920773506165,-11.796538352966309,1.2035191059112549,-13.084959030151367,-2.8104991912841797,-6.9344706535339355,0.19260479509830475,0.3172665536403656,0.392022043466568,0.2558269798755646,0.19266347587108612,0.5302209854125977,0.2537793815135956,0.13912144303321838,0.2764243185520172,0.3243264853954315,0.5551238656044006,0.27293071150779724,17.055249292784442,15.693600776805484,19.132496461845886,20.522276096213048,20.784787543291493,19.71064005586685,37.318275969997835,1835.12851277257,135.99917763157896,blues.00004.wav,blues
-177.80174255371094,118.20316314697266,-17.570629119873047,30.760927200317383,-21.7425537109375,11.919262886047363,-20.734298706054688,3.185288190841675,-8.580818176269531,-0.9328851103782654,-11.772245407104492,-2.408763885498047,-9.348445892333984,0.23832263052463531,0.30023738741874695,0.6171865463256836,0.23574118316173553,0.1239870935678482,0.24376831948757172,0.27965158224105835,0.4112926423549652,0.24398581683635712,0.28553345799446106,0.28433674573898315,0.36621904373168945,17.470207038238584,19.56125479512844,21.289941922365124,21.344465999304166,20.78043860083157,19.40411528307254,37.94788487390753,1832.0115969728517,69.83741554054055,blues.00005.wav,blues
-190.0688018798828,130.27023315429688,-36.36211395263672,33.03621292114258,11.093892097473145,-0.591882050037384,-20.89026641845703,0.27844247221946716,-6.496385097503662,-5.512735366821289,-7.8474040031433105,-3.124300718307495,-6.602821350097656,0.425513356924057,0.22324326634407043,0.1313476264476776,0.15259738266468048,0.24195808172225952,0.49116936326026917,0.24550849199295044,0.16911278665065765,0.2883557677268982,0.4618445336818695,0.3592756986618042,0.307186096906662,24.755079947983496,21.066654198200172,22.205534237075828,21.25944816136903,21.652819321556088,20.14428616114598,32.86422789622399,1459.4696908114731,71.77734375,blues.00006.wav,blues
-179.37229919433594,136.44833374023438,-26.662588119506836,39.965450286865234,5.31089448928833,10.919133186340332,-20.559534072875977,8.503360748291016,-11.349763870239258,-3.470554828643799,-8.415842056274414,-6.957211017608643,-3.5460426807403564,0.2593570351600647,0.26412147283554077,0.3253580927848816,0.21773895621299744,0.2152772694826126,0.2957618534564972,0.19005173444747925,0.18074938654899597,0.26434093713760376,0.39047348499298096,0.6486374735832214,0.43659111857414246,20.203992591647996,20.094493223158633,20.707093884720244,19.630546752093863,20.709945310604542,19.603038090729164,36.09972121364525,1451.859413795751,92.28515625,blues.00007.wav,blues
-121.3897933959961,122.49832916259766,-14.734728813171387,46.122135162353516,-8.179258346557617,20.172466278076172,-19.171894073486328,23.03683853149414,-11.83272933959961,21.15465545654297,-6.722797393798828,6.989505767822266,-12.730548858642578,0.3196752071380615,0.30448704957962036,0.3666154146194458,0.4221329391002655,0.5238111615180969,0.451119065284729,0.4934428036212921,0.3527528643608093,0.3801383972167969,0.4617058336734772,0.36635950207710266,0.46471479535102844,29.493067993031072,15.135638488596094,17.01936189989054,17.030466570492997,19.69611163340325,17.624290925668074,40.60499045883298,1719.4633657271252,83.35433467741936,blues.00008.wav,blues
-213.2642364501953,115.16475677490234,-11.698169708251953,39.015357971191406,-20.348329544067383,13.082701683044434,-9.182700157165527,9.017151832580566,-14.1043119430542,4.271254062652588,-6.050780296325684,3.7858355045318604,0.22263552248477936,0.2482471615076065,0.27315452694892883,0.4885123670101166,0.26800501346588135,0.17971846461296082,0.2677253186702728,0.22258570790290833,0.41535112261772156,0.27268868684768677,0.18117545545101166,0.2299007624387741,0.24054768681526184,14.334424623877076,17.63670377718521,21.930637202724167,20.23588947831593,18.562802505723557,18.905217878458068,36.4906632629116,1817.2305900912734,80.74951171875,blues.00009.wav,blues
